# Sentences appearing in many DISTINCT patents, with the vocabulary they carry.
# Each passage is ONE attestation regardless of how many documents repeat it.
# docs	n_terms	terms	passage
16	1	acetate	4,7-methano-3a,4,5,6,7,7a-hexahydro-5, or 6-indenyl acetate;
16	1	acetate	linalyl acetate (3,7-dimethylocta-1,6-dien-3-yl acetate);
16	1	cationic	the surfactant system may include anionic surfactant, nonionic surfactant, zwitterionic surfactant, cationic surfactant, amphoteric surfactant, or combinations thereof.
16	1	alcohol	the surfactant system may include linear alkyl benzene sulfonate, alkyl ethoxylated sulfate, alkyl sulfate, nonionic surfactant such as ethoxylated alcohol, amine oxide, or mixtures thereof.
16	1	active	the composition may include from about 1%, or from about 2%, or from about 3%, to about 99%, or to about 75%, or to about 50%, or to about 40%, or to about 35%, or to about 30%, or to about 25%, or to about 20%, or to about 15%, or to about 10%, by weight of the composition, of conditioning active.
16	1	active	the composition may include from about 5% to about 30%, by weight of the composition, of conditioning active.
16	1	care	denture adhesive e) health care devices i.
16	1	care	exfoliating scrub h) personal care devices i.
16	1	defined	consequently, a perfumed article comprising: i) as perfuming ingredient, at least one compound of formula (i), as defined above, or an invention&#39;s perfuming composition;
16	1	formulation	thus, the compounds of the present invention can be used to improve or enhance the aroma characteristics of the fragrance formulation, or by modifying the olfactory reaction contributed by other ingredients in the formulation.
16	1	formulations	liquid dishwashing product formulations typically have a ph between about 6.8 and about 9.0.
16	1	advantageous	in particular, any feature indicated as being preferred or advantageous may be combined with any other feature or features indicated as being preferred or advantageous.
16	1	particles	granulated enzyme particles, corrosion inhibitors, antifoaming, sud suppressing agents;
16	1	technical	for a more detailed description of the parameters and values, see charles hansen, the three dimensional solubility parameter and solvent diffusion coefficient, danish technical press (copenhagen, 1967).
15	1	care	over-the-counter health care including cough and cold remedies, pain relievers, rx pharmaceuticals, pet health and nutrition;
15	1	stability	the use of pre-loaded microcapsules requires the proper ratio of in-product stability and in-use and/or on-surface (on-situs) release, as well as proper selection of prms.
15	1	treated	such perfume delivery technologies can also be used to increase the longevity of perfume release from the treated substrate.
15	1	composed	a second type of useful ester oil is predominantly composed of triglycerides and modified triglycerides.
15	1	provided	modified triglycerides include materials such as ethoxylated and maleated triglyceride derivatives provided they are liquids.
15	1	acid	a third type of ester oil is liquid polyester formed from the reaction of a dicarboxylic acid and a diol.
15	1	acetate	suitable anions include chloride, bromide, iodide, sulfate, nitrate, phosphate, citrate, methanesulfonate, trifluoroacetate, acetate, malate, tosylate, tartrate, fumurate, glutamate, glucuronate, lactate, glutarate, and maleate.
15	1	since	since then, many other authors and creators have enriched the literature in this field and it would be impossible to cover all published developments here, but the general knowledge in this type of encapsulation is very significant.
15	1	solution	the solution is then cooled to about 62° c.
15	1	possible	the examples are given solely for the purpose of illustration and are not to be construed as limitations of the present invention, as many variations thereof are possible without departing from the spirit and scope of the invention.
15	1	because	high levels of complexity are also assigned to compounds that possess ambiguous and somehow hard-to-define notes because of direct contribution or the many olfactive combinations of odors produced.
15	1	quality	fragrance materials of high level complexity are considered having unusual and high quality.
15	1	malodor	and v) enter a rating of overall intensity and malodor intensity on a handheld computer.
15	1	group	group 6: perfuming ingredients comprising at least one c 7 to c 20 ring structure;
15	1	through	these moieties may be attached directly to the siloxane backbone through a bivalent alkylene radical, (i.e., “pendant”) or may be part of the backbone.
15	1	resulting	for purposes of practicing this invention, the resulting material has a molecular weight in the range of from 156 to 3000.
15	1	determined	the “calculated log p” (c log p) is determined by the fragment approach of hansch and leo (cf., a.
15	1	average	the cited degrees of ethoxylation and propoxylation constitute statistical average values that can be a whole or a fractional number for a specific product.
15	1	alcohol	preferred alcohol ethoxylates and propoxylates have a narrowed homolog distribution (narrow range ethoxylates/propoxylates, nre/nrp).
15	1	called	the so-called gemini surfactants can be considered as further surfactants.
15	1	cases	in exceptional cases, however, not only dimeric but also trimeric surfactants are meant by the term gemini surfactants.
15	1	acid	preferred polyacetals are obtained from dialdehydes like glyoxal, glutaraldehyde, terephthalaldehyde as well as their mixtures and from polycarboxylic acids like gluconic acid and/or glucoheptonic acid.
15	1	average	the hydrolysis products preferably have average molecular weights in the range of 400 to 500,000 g/mol.
15	1	form	3,158,615, is preferably used in the form of its sodium or magnesium salts.
15	1	formulations	suitable addition quantities in zeolite-containing and/or silicate-containing formulations range from 3 to 15% by weight.
15	1	case	especially in this case, mixtures of paraffins and bis-stearylethylene diamides are preferred.
15	1	combination	as such, the particular features presented herein can be combined with each other in other manners within the scope of the disclosed subject matter such that the disclosed subject matter includes any suitable combination of the features disclosed herein.
15	1	intended	it is not intended to be exhaustive or to limit the disclosed subject matter to those embodiments disclosed.
15	1	intended	thus, it is intended that the disclosed subject matter include modifications and variations that are within the scope of the appended claims and their equivalents.
15	1	care	products relating to disposable absorbent and/or non-absorbent articles including adult incontinence garments, bibs, diapers, training pants, infant and toddler care wipes;
15	1	oily	polyglycerol esters (pges), oily sugar derivatives, and wax emulsions and a mixture of the above.
15	1	combination	hueing agents can be used either alone or in combination to create a specific shade of hueing and/or to shade different fabric types.
15	1	pigments	suitable fabric hueing agents include dyes, dye-clay conjugates, and organic and inorganic pigments.
15	1	basic	42595 conjugate, montmorillonite basic blue b9 c.i.
15	1	basic	basic black 2 conjugate, hectorite basic blue b7 c.i.
15	1	basic	42595 conjugate, hectorite basic blue b9 c.i.
15	1	basic	basic black 2 conjugate, saponite basic blue b7 c.i.
15	1	basic	42595 conjugate, saponite basic blue b9 c.i.
15	1	acetate	modified celluloses such as hydrolyzed cellulose acetate, hydroxy propyl cellulose, methyl cellulose, and mixtures thereof;
15	1	combination	polysaccharides in combination with inorganic salts;
15	1	acid	benzoic acid, sorbic acid), antioxidants (e.g.
15	1	based	the fragment approach is based on the chemical structure of each perfume ingredient, and takes into account the numbers and types of atoms, the atom connectivity, and chemical bonding.
15	1	based	some of the seminal literature related to the encapsulation of perfumes by polycondensation of amino resins, namely melamine based resins with aldehydes includes represented by articles such as those published by k.
15	1	otherwise	detailed description of the invention unless stated otherwise, percentages (%) are meant to designate percent by weight of a composition.
15	1	otherwise	monomeric and/or polymeric materials, including starch encapsulation, may be used to coat, plug, cap, or otherwise encapsulate the plt.
15	1	acetate	fenchyl acetate ((2s)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-yl acetate);
15	1	acetate	rosacetol (2,2,2-trichloro-1-phenylethyl acetate);
15	1	neutral	as used herein, “carrier material” means a material which is practically neutral from a odorant point of view, i.e.
15	1	particularly	the sodium salts of the orthophosphates, the pyrophosphates and especially the tripolyphosphates are particularly suitable.
15	1	antiperspirant	a body deodorant or antiperspirant product, such as a body deodorant spray, a roll-on deodorant, a deodorant stick, a deodorant cream, an antiperspirant spray, an antiperspirant stick, a roll-on antiperspirant liquid, an antiperspirant stick, or an antiperspirant cream;
15	1	based	based on these characteristics, the prms may be categorized as quadrant i, quadrant ii, quadrant iii, or quadrant iv perfumes, as described in more detail below.
15	1	preparation	a shampoo, hair conditioner, a coloring preparation or a hair spray), a cosmetic preparation (e.g.
15	1	base	for the sake of clarity, it has to be mentioned that, by “consumer product base” we mean here a consumer product, which is compatible with perfuming ingredients.
15	1	process	another encapsulation process, i.e., gelatin encapsulation, is disclosed in u.s.
15	1	art	a person skilled in the art is well aware of processes to prepare said microcapsules.
