# INDEPENDENT ATTESTATIONS — distinct sentences a term was harvested from.
# A sentence copied into 100 patents is ONE attestation.
# Uses vocab.py's own PRE/POST/STOP, so `docs` matches vocab.py exactly.
# term	docs	attestations	copy_factor	top_share	top_sentence
woody-camphor	1	1	1.00	1.000	as other example, one may cite 1-((1rs,4sr,6rs)-6-methyl-1,2,3,4,4a,5,6,7-octahydro-1,4-methanonaphthalen-6-yl)ethanone, which possesses a woody-camphor, earthy notes, with a balsamic and aromatic bottom note
cosme	1	1	1.00	1.000	&lt;evaluation of fragrance notes of cleanser composition, fabric treatment composition, and cosmetic&gt; one expert who had an experience of at least five years but less than ten years as well as two experts who had an experience of at least 25 years of blending odors and evaluating fragrances eval
biodegradable	1	1	1.00	1.000	its biodegradable character predisposes it to significant applications in the agrifood and pharmaceutical fields
offending	1	1	1.00	1.000	background of the invention users of shared restrooms in public settings such as office buildings, dormitories, hotels, airports, and residences such as homes and apartments, have social discomfort in offending others with embarrassing odors that arise while using a toilet or with odors that may per
embarrassing	1	1	1.00	1.000	background of the invention users of shared restrooms in public settings such as office buildings, dormitories, hotels, airports, and residences such as homes and apartments, have social discomfort in offending others with embarrassing odors that arise while using a toilet or with odors that may per
drawback	1	1	1.00	1.000	any device that continually emits a masking scent, including plug-in devices, battery-operated devices, and other devices that do not require a power source, frequently have the drawback that the continuous scent emitted from the device itself become overpowering and noxious when the user no longer 
temporary	1	1	1.00	1.000	for example, the invention is single-use, i.e., sanitary, and not shared between multiple users; it is easily portable and physically discrete, and can be concealed in a pocket, wallet or handbag; is leak-proof, spill-proof and will not drip; and the product emits a subtle and temporary scent, effec
abate	1	1	1.00	1.000	the amount of a scented oil that is applied to the aqueous-disintegratable solid substrate will be generally sufficient to abate unpleasant odors when placed near the source of the unpleasant odors such as toileting odors
toileting	1	11	0.09	1.000	in other embodiments, a deodorizing product of the invention can be deployed to mask toileting odors without placing the product in the toilet bowl water
sealing	1	1	1.00	1.000	optionally, the method can further include sealing the scent-infused solid substrate into suitable packaging, for example, packaging that uses materials that are substantially impervious to water
scenario	1	1	1.00	1.000	in that scenario, the scent emanating from the dry scented disk is sufficient to mask the toileting odors
sizes	1	1	1.00	1.000	it was observed using each of these toilet styles, and using all tested paper sizes, that the scent of the oil was significantly reduced after flushing
disintegration	1	1	1.00	1.000	in some embodiments, a maximum efficiency in the rate of paper disintegration, oil dispersion and scent emission is achieved with approximately 35% perforation of the paper base substrate
non-naturally	1	1	1.00	1.000	alternatively, fragrance oils can emit non-naturally occurring scents that are pleasant and intended to invoke pleasing images or emotions
nearby	1	1	1.00	1.000	examples of other uses for the scented deodorizing sheets as personal air fresheners includes, but is not limited to, the following: inside shoes or near shoes, especially offending malodorous shoes; in drawers or closets as a sachet; in automobiles, e.g., in lieu of hanging sachets or other artific
leach	1	1	1.00	1.000	the package can be advantageously impervious to water, and blocks the diffusion of scent-inducing molecules so that the scent of the product does not leach out of the packaging into the environment until the package is opened
envi	1	1	1.00	1.000	the package can be advantageously impervious to water, and blocks the diffusion of scent-inducing molecules so that the scent of the product does not leach out of the packaging into the environment until the package is opened
flushing	1	1	1.00	1.000	it was observed using each of these toilet styles, and using all tested paper sizes, that the scent of the oil was significantly reduced after flushing
doily	1	1	1.00	1.000	in one aspect, such an outline can mimic or be reminiscent of a traditional doily pattern, as commonly used in embroidered lace-work decorative food placemats or printed patterns on paper napkins
embroidered	1	1	1.00	1.000	in one aspect, such an outline can mimic or be reminiscent of a traditional doily pattern, as commonly used in embroidered lace-work decorative food placemats or printed patterns on paper napkins
nectarine	1	1	1.00	1.000	surprisingly, it has also been found that (1r,6s)-allyl 2,2,6-trimethylcyclohexanecarboxylate can also give a unique fruity floral character to a composition, with nuances of berry and nectarine distinct from a damascone- or rose-like fragrance or aroma
approaches	1	1	1.00	1.000	background of the invention there are a variety of technical approaches for providing scent to the air within a household
potpourri	1	1	1.00	1.000	in addition, some perfume raw materials may be more sensitive than others to degradation, resulting in a change in the character of the scented wax potpourri
highly-preferred	1	1	1.00	1.000	a fragrance composition thus obtained makes it possible to impart a fresh and highly-preferred odor
honeydew	1	2	0.50	1.000	samples containing (6z)-non-6-enenitrile had more fresh sliced cucumber character, with ripe and sweet notes, while samples containing (6z)-non-6-enal had more honeydew, melon, and green character
cantaloupe	1	1	1.00	1.000	additionally, (6z)-non-6-enal is used in flavor and fragrance compositions for its strong, natural honeydew and cantaloupe melon notes
sliced	1	1	1.00	1.000	samples containing (6z)-non-6-enenitrile had more fresh sliced cucumber character, with ripe and sweet notes, while samples containing (6z)-non-6-enal had more honeydew, melon, and green character
gasoline-like	1	1	1.00	1.000	butadiene is a colorless, non-corrosive liquefied gas with a mild aromatic or gasoline-like odor
hydropathic	1	1	1.00	1.000	it is accepted that the relative hydropathic character of the amino acid contributes to the secondary structure of the resultant protein, which in turn defines the interaction of the protein with other molecules, for example, enzymes, substrates, receptors, dna, antibodies, antigens and the like
western	1	1	1.00	1.000	one method of producing a gelatinous triblock copolymer with a western red cedar odor is to mix a plasticizer with western red cedar essential oil in a ratio of 99:1
frambinone	1	2	0.50	1.000	the obtained sheet has the characteristic odor of frambinone
magazines	1	1	1.00	1.000	background of the invention this fragrance slurry pad relates to generally perfume or fragrance sampling devices, and more specifically pertains to a pad that may have a patterned application of aroma chemicals, generally microencapsulated, so that when the sampler is pulled open, there is a selecti
fractured	1	2	0.50	1.000	summary of the invention this invention relates to the application of a designed pattern of specific and different aroma of fragrances onto a carrier such that when the various microencapsulated fragrances are fractured, the aromas will either sequentially or in combination produce a desired array o
retail	1	1	1.00	1.000	when picking one of the many current pad designs, manufacturers and their customers go through an evaluation process to find out which pad and which base slurry combination results in the best rendition, best in the sense of best matching the eau de toilette retail product smell
multi	1	1	1.00	1.000	hence, the concept of this invention is to place two or more separate pads, with different patterns, either next to one another, or by combining two or more patterns together, on the same pad, to provide delivery of multi aroma fragrances, to the enticement of the sampler, and potential consumer of 
useable	1	1	1.00	1.000	2 provides a view of another scent strip having a dot pattern of selective aroma chemical(s) applied thereto in preparation for its assembly into a useable scent strip or card; fig
patterned	1	1	1.00	1.000	3 shows a combination of patterned applied aroma chemicals onto a pad for use in the preparation of the scent strip or card, which when applied and opened, initially fractures the microencapsulated chemicals of the dot pattern, and subsequently the diamond pattern, to produce a combination of aromas
